기간,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시,최대,최소,가중평균
2024/10/19,100.85,92.95,92.56,85.47,85.64,92.7,93.02,93.02,101.26,110.96,112.04,112.03,110.89,101.75,101.35,101.36,101.36,101.99,139.29,139.29,102.23,99.11,93.02,93.02,139.29,85.47,102.82
2024/10/18,116.77,104.4,104.46,98.74,104.46,104.46,104.77,105.64,141.78,142.24,142.24,142.9,138.17,143.55,143.57,143.57,152.67,141.4,141.66,134.37,139.7,105.58,105.37,105.11,152.67,98.74,126.98
2024/10/17,101.52,92.34,92.29,92.27,92.34,100.76,101.05,125.6,138.75,141.09,141.08,141.05,140.76,141.07,141.07,141.05,141.08,138.69,140.8,140.8,135.86,129.25,105.24,105.24,141.09,92.27,124.86
2024/10/16,100.68,92.35,92.35,92.14,92.35,106.1,106.97,116.76,138.66,138.68,154.49,138.67,133.51,138.67,138.67,138.67,145.28,145.41,145.53,145.3,135.21,125.4,128.3,106.97,154.49,92.14,126.25
2024/10/15,105.26,104.02,104.02,100.48,100.48,104.64,105.11,119.52,139.78,139.64,139.66,139.67,120.39,139.73,140.51,142.64,142.64,142.64,142.64,140.52,140.5,134.93,134.93,129.17,142.64,100.48,128.48
2024/10/14,100.91,92.02,86.58,86.58,86.58,86.58,92.74,105.19,137.39,161.25,140.64,140.63,137.7,140.52,140.57,148.44,150.11,140.62,140.64,137.7,137.16,136.67,130.5,105.28,161.25,86.58,126.37
2024/10/13,103.27,99.54,91.83,83.33,92.33,105.76,108.25,105.25,92.37,92.52,92.52,92.38,92.22,92.45,92.29,92.51,92.51,101.67,105.94,105.95,105.88,103.12,103.12,101.9,108.25,83.33,98.32
2024/10/12,105.62,103.11,103.41,103.44,103.44,103.36,105.62,100.48,100.2,100.24,106.59,106.58,106.44,105.67,100.09,105.82,105.88,106.6,107.29,107.36,107.36,106.72,106.72,106.72,107.36,100.09,104.85
2024/10/11,105.18,105.04,105.08,104.64,105.01,105.49,105.35,106.21,137.96,141.15,141.15,140.95,140.81,141.13,150.58,150.58,140.92,137.96,137.95,134.35,134.35,136.86,126.87,106.13,150.58,104.64,127.74
2024/10/10,102.43,92.04,92.09,77.02,77.02,92.54,95.66,100.75,128.48,140.26,140.25,140.2,134.76,140.23,140.23,140.02,140.09,140.24,140.24,140.02,134.54,129.37,124.12,111.07,140.26,77.02,122.49
2024/10/09,100.32,99.84,99.16,95.03,98,98.76,100.39,100.67,121.48,138.97,138.97,142.14,138.88,138.85,139.4,151.88,138.97,138.75,139.38,139.4,134.6,129.82,127.37,105.51,151.88,95.03,123.77
2024/10/08,105.11,104.26,104.26,103.64,104.03,104.26,104.69,129.58,138.66,138.65,135.45,135.31,122.21,135.07,135.51,140.55,140.55,140.55,140.55,135.53,129.58,128.3,120.43,114.34,140.55,103.64,125.44
2024/10/07,92.47,92.47,92.2,91.96,92.26,92.24,97.64,100.67,160.52,160.52,141.26,141.11,137.92,139.2,139.23,139.16,139.27,139.27,139.06,139.26,138.36,134.48,120.89,114.68,160.52,91.96,126.62
2024/10/06,83.42,79.1,77.26,76.01,76.01,77.73,78.46,76.01,76.01,76.01,92.66,92.89,93.34,101.96,102.02,101.58,101.71,102.03,102.04,102.05,102.05,101.76,93.35,93.25,102.05,76.01,90.59
2024/10/05,100.35,95.45,92.23,84.94,95.28,95.33,98.63,96.09,101.49,101.14,101.25,137.05,100.91,100.9,100.78,100.99,100.91,101.31,105.75,105.75,105.75,105.67,101.73,101.73,137.05,84.94,101.31
2024/10/04,100.68,78.12,78.12,78.12,78.12,78.24,92.72,105.97,123.46,136.94,139.28,136.94,127.13,127.69,130.36,130.36,139.44,139.44,136.94,128.58,105.93,100.96,100.96,100.76,139.44,78.12,114.36
2024/10/03,92.46,92.4,91.88,87.04,91.66,92.4,92.46,101.05,123.06,137.43,140.72,140.08,135.61,135.6,135.61,135.61,129.06,120.8,121.16,106.16,106.16,101.05,101.06,100.64,140.72,87.04,114.12
2024/10/02,105.41,98.22,98.22,98.32,98.32,103.6,105.41,129.24,139.3,152.32,152.32,139.28,137.89,139.25,139.27,141.38,141.38,141.38,144.08,144.08,135.44,128.59,128.3,113.21,152.32,98.22,128.73
2024/10/01,106.02,95.8,95.5,92.19,95.5,95.89,106.03,137.32,137.36,139.92,140.32,140.33,140.16,140.33,140.32,140.33,140.33,139.32,139.92,139.92,137.36,137.32,128.91,107.21,140.33,92.19,126.95
2024/09/30,107.11,92.82,92.5,92.21,92.41,92.73,106.4,106.9,142.73,142.76,145.72,145.7,142.75,149.89,149.89,149.89,149.89,145.7,145.72,142.76,142.5,139.3,141.64,121.75,149.89,92.21,131.12
2024/09/29,106.35,92.55,92.55,92.55,92.33,92.55,92.55,104.13,105.27,107.71,107.71,107.65,107.65,107.65,107.65,116.06,116.06,145.61,146.02,146.22,142.05,116.2,107.71,107.71,146.22,92.33,112.03
2024/09/28,114.2,107.21,107.22,106.77,106.32,107.02,107.22,107.21,107.18,132.33,140.72,139.97,139.77,141.74,152.33,146.93,146.93,146.93,146.94,144.72,144.51,141.38,134.21,107.19,152.33,106.32,129.14
2024/09/27,106.69,106.7,106.7,106.34,106.57,106.72,131.93,156,144.66,144.27,152.82,149.09,144.06,152.2,149.68,147.2,146.84,146.84,146.84,146.84,146.84,144.66,136.64,130.21,156,106.34,137.22
2024/09/26,106.93,106.94,106.53,105.24,106.42,106.86,106.95,156.6,156.46,156.47,156.47,146.71,146.49,146.71,146.7,144.25,144.25,146.82,146.82,144.27,144.27,144.89,139.19,106.95,156.6,105.24,135.7
2024/09/25,107.05,107.43,106.43,106.2,106.17,106.4,107.44,158.06,131.78,144.32,144.58,144.56,144.45,144.58,147.07,147.07,147.07,147.21,147.21,143.8,140.36,133.54,133.66,107.4,158.06,106.17,132.81
2024/09/24,107.11,107.12,105.88,105.54,105.68,106.74,107.14,107.11,145.52,149.38,152.33,149.34,146.78,149.31,149.31,149.31,146.69,146.69,144.81,144.81,144.81,139.96,138.4,107.09,152.33,105.54,133.5
2024/09/23,131.98,106.57,106.57,106.57,106.57,106.57,106.57,141.99,142.65,147.22,147.67,147.58,147.6,153.67,163.31,155.37,154.69,148.4,148.43,147.67,144.76,144.05,142.56,142.65,163.31,106.57,139.5
2024/09/22,137.35,115.03,111.72,111.72,111.72,111.72,113.26,140.39,143.63,143.63,143.63,144.36,144.35,151.56,144.38,152.29,144.38,144.38,144.38,151.01,144.36,143.63,142.04,138.97,152.29,111.72,137.18
2024/09/21,142.31,137.52,137.46,107.06,107.06,107.06,107.05,141.94,147.92,149.8,152.75,150.44,144.99,144.99,144.99,142.94,142.88,142.94,143.92,143.92,142.94,142.77,142.76,142.94,152.75,107.05,138.72
2024/09/20,227.24,145.53,145.53,129.58,132.35,140.2,141.23,146.39,154.69,159.67,159.71,159.35,156.91,159.36,159.71,163.3,163.3,163.3,163.87,159.66,159.5,147.57,147.21,145.74,227.24,129.58,156.19
2024/09/19,107.03,107.03,106.65,106.38,106.38,106.49,107.03,131.15,143.01,147.56,147.99,147.29,147.29,150.24,150.24,198.52,150.24,149.09,148.05,146.64,146.04,145.73,139.49,135.82,198.52,106.38,138.92
2024/09/18,107.51,107.27,106.58,106.58,106.58,106.82,107.51,107.51,115.28,137.29,137.95,140.15,140.05,140.05,140.05,147.45,147.45,147.45,147.45,141.63,141.63,141.16,133,115.28,147.45,106.58,129
2024/09/17,106.76,104.79,99.89,99.89,99.89,99.89,105.06,106.11,107.12,107.13,107.96,107.92,107.92,115.7,115.7,137.89,137.87,141.95,145.82,142.1,142.1,137.85,133,107.96,145.82,99.89,118.55
2024/09/16,114.47,107.54,106.62,106.62,106.56,106.62,107.54,107.54,107.49,107.49,141.41,140.17,140.07,140.07,141.62,147.75,147.75,147.75,147.76,141.63,141.63,137.9,137.3,115.01,147.76,106.56,127.85
2024/09/15,144.99,107.11,107.11,107.11,107.11,107.11,107.11,107.11,137.45,138.39,138.19,140.86,144.27,146.18,146.18,150.01,150.01,150.01,150.4,150.27,147.36,146.45,140.08,138.6,150.4,107.11,134.66
2024/09/14,170.14,143.77,137.95,137.72,134.55,134.55,144.83,144.83,145.15,149.05,149.05,148.84,148.84,151.7,150.34,148.84,148.84,146.91,151.56,148.15,146.74,145.85,142.97,142.55,170.14,134.55,146.57
2024/09/13,144.45,138.08,138.08,138.08,138.08,142.26,144.47,144.47,146.59,151.34,151.34,151.1,145.56,150.21,151.29,149.52,149.52,146.59,146.59,146.59,143.42,142.92,140.26,143.82,151.34,138.08,145.53
2024/09/12,146.28,138.39,138.2,137.35,137.35,138.2,143.14,143.14,145.07,154.38,156.41,156.93,156.93,156.93,161.71,208.06,166.78,156.93,156.93,156.93,150.96,148.1,147.17,143.96,208.06,137.35,153.33
2024/09/11,144.54,141.47,141.49,135.42,134.72,141.5,141.5,145.18,145.78,154.2,156.23,158.84,158.85,155.53,157.21,160.47,160.57,160.04,160.26,160.18,156.15,149.92,145.78,143.09,160.57,134.72,151.46
2024/09/10,144.59,137.23,132.83,129.21,129.08,137.69,138.73,144.63,143.08,149.31,150.31,152.76,152.2,155.37,159.03,173.95,175.23,158.98,156.57,157.02,149.43,148.24,146.26,143.06,175.23,129.08,149.94
2024/09/09,137.22,106.88,106.88,106.88,106.88,106.88,139.97,142.46,146.35,151.19,156.09,156.09,148.71,156.98,160.19,160.19,148.71,148.71,148.73,148.05,146.85,147.35,145.06,141.93,160.19,106.88,142.75
2024/09/08,138.14,129.68,111.89,111.89,111.89,111.89,111.89,115.19,115.19,140.37,140.37,141.35,143.91,141.34,143.19,145.07,145.07,147.97,147.98,151.02,147.98,145.09,143.66,143.65,151.02,111.89,135.58
2024/09/07,140.29,139.33,114.36,112.62,114.13,114.36,144.26,143.65,143.03,148.01,147.96,149.97,147.91,149.49,152.25,151.63,149.24,150.28,150.37,150.28,145.4,144.86,144.81,141.14,152.25,112.62,141.94
2024/09/06,140.07,106.84,106.84,106.84,106.84,106.84,142.39,143.91,146.76,149.69,150.29,151.94,148.6,154.5,156.48,156.48,156.18,149.17,146.76,146.76,146.7,144.36,144.25,144.17,156.48,106.84,141.55
2024/09/05,137.56,106.85,106.85,106.7,106.86,106.86,106.85,142.63,145.3,145.54,145.54,146.2,145.51,150.69,150.69,152.93,152.93,151.92,151.26,151.26,145.33,145.32,145.21,140.15,152.93,106.7,138.86
2024/09/04,107.06,107.07,106.74,106.33,106.07,106.97,134.88,145.44,145.91,148.78,148.75,149.15,148.72,151.11,151.08,150.99,150.91,150.88,148.36,148.36,145.91,144.21,144.21,140.82,151.11,106.07,138.95
2024/09/03,137.5,106.86,106.86,106.57,106.82,106.87,134.71,145.28,145.49,146.07,149.31,147.21,145.67,151,152.12,158.34,152.09,150.28,146.07,146.07,145.85,145.72,140.65,140.44,158.34,106.57,139.8
2024/09/02,106.87,106.86,106.74,106.76,106.74,106.86,106.86,142.34,146.4,222.99,153.58,155.21,150.52,156.87,158.91,162.43,158.91,153.77,150.57,150.56,149.28,147.94,147.94,139.96,222.99,106.74,145.05
2024/09/01,134.03,107.46,107.22,106.78,106.66,106.66,107.07,107.46,119.61,142,142.38,143.88,144.73,144.73,144.73,148.06,148.05,148.04,148.06,148.06,144.74,143.88,142.31,136.22,148.06,106.66,133.66
2024/08/31,146.64,143.85,107.42,107.42,107.43,107.43,107.42,144.45,143.23,141.7,144.32,144.32,148.53,184.68,148.65,148.65,148.66,146.84,148.66,144.32,143.82,143.82,143.74,140.47,184.68,107.42,140
2024/08/30,128.88,106.94,106.4,106.65,106.43,106.94,106.97,142.87,145.49,146.44,149.06,149.05,147.45,149.05,155.78,159.32,153.96,153.22,144.57,144.21,144.21,144.21,143.48,141.6,159.32,106.4,138.9
2024/08/29,128.88,106.76,106.45,106.4,101.44,106.45,107.32,144.29,146.17,147.05,146.97,146.95,146.61,146.91,149.35,148.03,148.03,148.04,147.78,143.3,146.78,143.3,143.07,137.98,149.35,101.44,137.12
2024/08/28,139.43,125.33,106.78,106.76,106.76,125.33,131.15,142.27,144.11,151.88,155.88,155.87,155.44,155.33,155.82,157.43,148.58,147.76,148.58,148.03,144.16,144.15,143.32,141.15,157.43,106.76,142.69
2024/08/27,140.05,136.2,129.24,127.47,127.47,129.07,139.25,141.43,143.99,155.49,158.07,165.58,152.81,155.49,161.26,161.28,154.83,154.65,155.11,154.87,146.46,144,142.04,141.48,165.58,127.47,147.92
2024/08/26,128.98,106.91,106.91,106.62,106.33,106.91,106.93,143.2,143.79,150.12,153.73,155.11,153.73,165.35,176.59,165.24,174.2,159.97,160.35,160.35,152.9,146.03,143.8,141.36,176.59,106.33,145.96
2024/08/25,140.48,107.61,107.61,107.29,107.29,107.4,107.61,143.57,141.87,144.13,144.13,144.13,144.76,149.27,148.25,144.76,144.73,144.74,147.59,144.76,144.77,142.37,142.38,142.22,149.27,107.29,136.3
2024/08/24,140.42,107.41,107.42,107.42,107.42,107.42,107.41,143.22,141.69,142.4,144.66,149.72,149.71,149.71,157.29,149.71,148.07,148.07,148.17,144.62,144.66,143.69,143.62,143.39,157.29,107.41,137.8
2024/08/23,137.43,136.34,136.34,125.89,124.05,135.61,135.75,141.34,144.05,151.61,153.11,153.09,152.2,153.33,153.33,164.82,164.81,149.36,147.96,147.96,146.83,144.46,142.98,139.65,164.82,124.05,146.23
2024/08/22,143.3,136.96,138.07,129.07,129.07,138.73,140.77,141.18,146.13,152.51,157.69,157.69,157.69,157.64,158.72,158.72,158.72,157.64,156.38,156.16,149.7,145.44,143.64,141.62,158.72,129.07,149.24
2024/08/21,143.3,138.11,135.8,128.99,134.42,138.35,140.1,140.75,146.38,156.11,183.92,187.83,179.68,185.96,183.62,178.68,155.91,155.6,157.46,155.07,153.16,146.48,143.68,141.05,187.83,128.99,156.62
2024/08/20,142.76,139.19,136.82,136.82,136.82,139.19,139.19,141.52,146.29,154.91,157.01,191.98,179.46,188.43,188.43,199.74,179.46,179.16,156.24,156.28,154.96,146.17,143.8,141.88,199.74,136.82,159.76
2024/08/19,135.76,135.76,106.85,106.85,106.85,106.85,133.93,144.8,144.01,151.07,156.25,156.26,153.73,197.62,194.26,172.57,172.57,156.21,156.9,156.87,153.26,146.23,145.07,141.25,197.62,106.85,150.47
2024/08/18,140.18,143,135.88,107.57,107.55,107.55,107.57,143.37,141.53,144.86,146.23,146.35,146.71,148.94,146.72,153.25,152.1,152,153.04,153.09,141.6,145.13,145.13,140.72,153.25,107.55,140.72
2024/08/17,140.83,137.15,137.16,130.46,125,129.13,130.46,142.59,141.95,143.88,149.06,149.61,149.6,197.4,159.8,156.79,148.46,146.68,146.73,146.79,147.94,144.97,144.92,140.42,197.4,125,146.04
2024/08/16,139.87,136.13,136.13,129.36,124.13,129.55,141.21,144.3,143.78,150.77,152.9,152.89,152.85,156.96,157.57,157.57,157.57,156.71,157.77,157.77,146.31,146.05,143.78,142.36,157.77,124.13,147.72
2024/08/15,146.55,138.34,138.44,138.44,138.44,139,139.52,141.71,146.16,145.98,146.83,146.98,147.19,148.19,159.03,159.03,159.02,147.66,154.85,147.59,147.64,145.64,144.31,141.92,159.03,138.34,146.65
2024/08/14,146.97,137.16,138.34,137.16,124.46,137.16,139.65,140.88,146.27,152.27,153.17,154.84,154.17,160.88,160.92,160.91,159.06,159.06,159.08,154.93,152.55,146.18,143.75,141.49,160.92,124.46,149.66
2024/08/13,144.6,138.84,139.26,138.85,125.21,138.88,139.26,141.26,143.82,154.7,155.03,154.52,154.52,162.32,162.29,162.29,157.52,157.52,157.53,155.29,153.13,198.88,143.83,141.84,198.88,125.21,152.18
2024/08/12,137.52,135.54,127.64,121.34,106.91,125.1,135.41,143.64,144.1,149.8,154.23,154.26,152.68,158.24,158.25,199.25,158.29,155.33,158.61,158.61,146.39,145.96,144.13,141.65,199.25,106.91,148.62
2024/08/11,140.39,129.99,107.69,107.4,107.4,107.69,107.69,138.62,139.96,142.72,144.72,142.72,145.53,146.52,145.53,145.53,146.52,151.94,152.44,152.46,151.94,145.53,143.06,141.97,152.46,107.4,138.36
2024/08/10,150.53,138.42,130.52,129.42,125.07,130.64,139.03,143.55,142.01,142.01,149.21,149.19,149.19,150.73,150.69,150.08,149.33,147.55,149.62,149.07,144.23,143.55,141.9,141.94,150.73,125.07,143.75
2024/08/09,137.35,136.13,129.61,126.07,125.71,135.13,135.81,142.14,147.67,150.46,153.78,153.68,153.39,156.25,164.42,198.92,164.41,154.67,150.27,147.13,147.13,144.19,144.15,142.21,198.92,125.71,149.06
2024/08/08,139.35,135.68,126.34,124.57,124.75,129.79,135.8,141.91,145.64,153.16,156.43,159.71,159.69,179.82,159.73,154.68,154.66,157.51,157.51,157.51,147.86,144.75,143.84,141.63,179.82,124.57,148.91
2024/08/07,137.37,135.46,124.82,124.62,124.62,128.38,135.8,141.31,146.07,149.61,155.91,160.07,155.57,161.91,161.86,157.81,158.47,156.13,155.06,155.06,148.06,145.94,143.76,141.26,161.91,124.62,147.66
2024/08/06,142.76,135.79,135.14,127.77,128.9,129.37,141.6,141.6,145.74,154.58,152.59,156.48,152.44,195.73,188.78,199.39,156.12,156.78,155.2,154.23,148.21,145.1,143.73,141.13,199.39,127.77,153.32
2024/08/05,128.98,106.85,106.85,106.85,106.74,106.85,139.48,143.51,145.27,151.49,151.5,153.94,153.95,158.64,183.24,198.91,158.51,153.66,153.66,153.65,146.84,146.02,143.85,139.47,198.91,106.74,146.46
2024/08/04,140.71,138.69,107.69,107.43,107.08,107.08,107.66,142.37,141.59,141.59,148,147.01,149.26,149.09,149.09,145.77,142.97,145.75,145.77,145.77,144.13,141.85,141.85,141.81,149.26,107.08,137.83
2024/08/03,141.23,107.54,107.54,107.3,107.07,107.54,107.54,142.14,147.92,146.82,146.7,149.03,149.73,156.18,156.17,158.9,155.78,149.69,150.24,150.39,149.56,146.32,145.42,140.98,158.9,107.07,140.77
2024/08/02,144.37,129.99,127.85,106.79,126.45,129.99,141.35,141.76,146.58,147.44,152.55,154.15,154.1,155.7,155.7,154.68,154.68,147.47,146.58,148.39,148.08,143.87,143.88,141.93,155.7,106.79,144.66
2024/08/01,145.62,106.8,106.8,106.78,106.78,106.8,106.8,138.76,142.62,146.27,148.31,148.27,147.12,148.23,148.23,147.76,147.1,147.94,147.04,153.23,147.44,144.45,142.59,142.35,153.23,106.78,138.22
2024/07/31,124.16,109.89,101.52,101.52,101.52,101.52,120.88,134.16,137.99,140.33,142.35,143.33,143.29,150.56,150.52,148.64,153.5,141.77,140.35,143.03,142.75,137.96,137.96,132.74,153.5,101.52,134.37
2024/07/30,125.01,100.02,95.3,95.3,95.3,95.3,100.57,118.52,138.16,140.78,143.59,144.2,142.62,142.94,152.31,150.74,152.23,141.96,141.99,142,141.66,138.46,138,133.29,152.31,95.3,131.9
2024/07/29,124.19,100.23,95.3,95.3,95.3,95.3,100.58,121.12,135.31,138.55,138.58,138.58,139.02,144.99,139.02,146.14,147.19,157.62,143.54,143.6,142.46,154.77,138.14,133.03,157.62,95.3,131.92
2024/07/28,124.53,101.06,100.74,95.2,95.2,96.06,96.06,101.56,127.22,181.23,139.21,179.24,139.53,139.15,139.79,141.66,141.53,141.68,147.91,147.89,181.45,143.14,134.11,118.97,181.45,95.2,133.1
2024/07/27,136.39,120.05,115.19,102.03,102.03,102.03,104.88,104.88,136.79,139.53,145.42,147.48,151.85,151.85,150.07,145.03,139.5,139.48,139.51,141.9,141.9,139.32,135.52,135.52,151.85,102.03,133.3
2024/07/26,125.12,101.83,100.74,100.95,100.95,100.95,120.34,132.8,139.02,139.02,149.79,155.53,149.79,174.79,208.9,208.9,153.63,150.97,147.53,141.32,140.2,139.02,138.01,134.72,208.9,100.74,143.25
2024/07/25,130.73,103.77,100.11,100.11,100.42,100.42,120.65,134.17,137.99,141.76,143.71,154.2,142.32,154.95,156.38,143.62,141.76,141.76,142.45,142.26,140.54,138.59,137.91,133.36,156.38,100.11,134.78
2024/07/24,124.26,103.7,99.86,99.86,99.86,99.86,120.62,133.67,139.02,150.42,144.29,152.21,142.16,143.74,149.59,145.48,144.29,150.83,150.91,150.88,142.95,139.03,137.85,134.72,152.21,99.86,135.76
2024/07/23,130.82,110.1,100.95,99.75,99.75,100.95,127.44,132.25,137.77,146.42,148.52,149.43,144.65,150.88,151.19,179.13,150.93,146.33,141.2,137.77,140.24,136.29,136.28,136.23,179.13,99.75,137.1
2024/07/22,100.41,100.49,99.25,95.22,95.22,100.38,100.38,133.96,138.28,142.07,143.84,144.4,142.68,144.4,144.72,144.32,144.4,139.15,138.31,138.31,137.74,136.95,136.95,136.83,144.72,95.22,131.19
2024/07/21,101.39,100.65,99.9,95.71,95.64,95.71,101.28,101.39,132.91,183.78,138.24,138.27,138.27,142.6,144.56,142.97,141.35,141.99,141.6,141.65,141.35,154.34,134.52,114.5,183.78,95.64,129.25
2024/07/20,124.93,100.97,100.33,99.58,95.57,99.8,100.97,104.6,136.25,137.59,143.29,143.33,143.24,147.15,147.15,143.19,137.56,138.02,138.07,138.07,137.56,137.56,135.7,134.57,147.15,95.57,129.12
2024/07/19,134.55,112.33,100.52,100.52,100.52,101.46,133.79,139.5,138.05,141.6,180.33,152.41,141.85,154.25,154.3,154.43,144.78,141.67,144.88,144.74,138.75,138.52,136.39,136.42,180.33,100.52,138.25
2024/07/18,132.94,112.47,103.29,100.14,100.14,103.44,136.42,138.51,137.84,141.38,141.47,141.48,141.86,141.86,141.85,141.82,141.3,140.58,140.52,140.3,137.84,136.35,136.03,136.03,141.86,100.14,133.49
2024/07/17,124.05,107.5,99.86,99.4,99.4,99.71,103.29,138.35,137.68,141.81,141.81,142.14,140.3,142.1,142.8,142.8,141.78,141.78,140.23,139.3,140.16,136.62,134.3,134.3,142.8,99.4,131.45
2024/07/16,124.19,103.5,99.41,99.41,99.41,99.41,103.5,132.24,138.4,142.12,143.7,151.02,142.91,143.94,143.35,142.91,143.7,142.91,138.38,138.39,138.39,135.81,133.68,132.47,151.02,99.41,131.76
2024/07/15,100.77,95.22,95.22,95.22,95.22,95.22,100.77,104.56,137.22,146.39,139.43,147.09,139.02,146.92,180.14,147.6,146.37,139.43,138.99,139,137.22,135.53,133.69,120.01,180.14,95.22,130.78
2024/07/14,101.49,100.57,100.62,95.65,95.75,95.75,100.62,101.08,101.34,104.71,119.41,135.04,135,138.25,138.25,138.25,138.25,138.25,138.25,150.43,154.6,135.52,135.52,121.24,154.6,95.65,123.13
2024/07/13,124.87,105.29,101.18,101.18,101.18,101.18,101.18,106.05,138.09,138,139.27,157.14,139.23,144.79,144.82,144.82,139.25,139.28,138.1,138.1,138.1,137.09,135.36,120.18,157.14,101.18,129.12
2024/07/12,124.19,99.95,99.65,99.51,99.51,99.92,104.59,131.85,137.05,140.97,141.54,141.52,140.56,141.51,151.24,151.24,141.51,141.2,139.89,139.28,138.06,135.06,133.69,132.52,151.24,99.51,131.24
2024/07/11,100.47,100.17,94.93,95.07,95.07,99.9,105.04,132.21,138.23,143.14,142.93,143.12,140.96,142.99,142.87,154.98,142.87,141.95,138.23,138.23,137.14,135.91,132.62,132.55,154.98,94.93,130.18
2024/07/10,124.19,99.99,99.52,99.46,99.46,99.52,138.81,135.89,136.36,144.47,144.47,144.47,138.53,144.47,144.47,145.26,146.05,145.65,143.19,143.19,138.51,136.36,136.37,136.35,146.05,99.46,133.78
2024/07/09,124.19,100.14,99.33,99.29,99.14,99.87,124.18,135.87,138.35,139.73,147.51,138.36,138.32,147.47,148.02,151.09,150.92,150.92,152.19,138.36,151.6,136.39,133.17,133.31,152.19,99.14,134.6
2024/07/08,145.99,99.86,99.5,95.14,99.5,99.86,103.58,132.21,138.21,145.7,139.53,146.2,138.26,146.2,159.22,159.22,187.56,139.3,138.99,138.34,138.41,136,133.82,132.76,187.56,95.14,135.96
2024/07/07,124.96,101.4,95.43,95.43,95.43,95.43,95.43,101.42,104.74,136.89,136.88,140.6,140.6,138.47,136.88,136.88,136.88,136.88,136.88,152.64,152.86,136.47,136.47,115.67,152.86,95.43,125.64
2024/07/06,135.42,124.67,104.81,100.89,100.89,100.89,102.27,134,134,133.99,138.82,139.32,137.77,138.36,139.06,138.48,139.09,139.32,139.22,138.7,146.74,153.91,134,133.79,153.91,100.89,131.15
2024/07/05,124.19,103.83,99.25,99.25,99.25,99.25,120.82,140.12,137.55,141.51,142,142.57,140.81,141.86,142.56,142.56,141.34,140.17,137.45,137.23,137.42,134.33,134.33,134.32,142.57,99.25,131.28
2024/07/04,105.58,95.99,94.83,94.83,94.01,94.83,105.06,132.04,136.77,143.38,142.86,143,141.63,143.36,143.36,143.1,142.13,138.1,138.1,138.1,136.77,133.58,134.89,117.98,143.38,94.01,128.74
2024/07/03,124.19,95.96,94.97,92.73,93.27,95.79,96.15,133.21,136.82,142.42,143.16,142.52,137.25,140.91,140.94,140.93,149.26,141.18,136.81,136.82,136.82,133.43,134.87,133.14,149.26,92.73,129.1
2024/07/02,124.19,107.51,107.46,99.01,107.31,107.51,107.5,133.15,141.26,144.82,143.59,143.96,143.09,143.89,157.92,143.09,143.66,143.09,138.48,138.48,136.99,133.15,133.57,133.04,157.92,99.01,133.31
2024/07/01,108.35,95.29,95.29,95.29,95.29,95.29,108.35,132.39,142.42,145.45,144.5,144.42,138.61,144.5,146.98,150.42,147.19,139.98,139.98,139.99,138.61,136.44,136.44,136.41,150.42,95.29,131.95
2024/06/30,110.78,95.84,92.28,92.28,91.12,86.83,92.28,95.82,124.55,131.27,132.05,137.12,132.12,132.1,138.81,132.04,132.06,139.42,139.42,139.42,149.77,137.25,130.37,110.94,149.77,86.83,122.03
2024/06/29,123.06,97.95,95.16,94.54,93.8,92.31,93.48,102.52,137.05,136.8,137.55,137.74,140.55,137.7,138.68,136.31,137.64,134.24,134.23,134.25,133.5,133.49,132.7,132.03,140.55,92.31,124.71
2024/06/28,119.93,95.5,95.5,92.59,91.44,91.64,99.38,117.1,133.68,136.28,136.27,138.74,138.73,140.19,148.93,146.91,138.7,138.67,136.28,134.66,134.7,131.43,131.43,129.85,148.93,91.44,126.96
2024/06/27,119.93,95.62,94.18,92.88,91.77,94.81,99.51,118.46,130.66,132.68,132.68,135.16,135.16,138.03,144.89,143.59,142.61,138.02,138,137.98,132.68,132.67,124.02,113.67,144.89,91.77,125.41
